Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / India,Status
301032-green,301032 Green - Green,"<div class=""product-description"">
<h3>Product Details</h3>
<ul>
<li><strong>Top Fabric:</strong> Georgette</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Bottom Fabric:</strong> Crepe</li>
<li><strong>Dupatta Fabric:</strong> Georgette</li>
<li><strong>Color:</strong> Green</li>
<li><strong>Work:</strong> Embroidery Sequence Work</li>
<li><strong>Pattern:</strong> Embroidery Sequence Work</li>
<li><strong>Neck:</strong> Round</li>
<li><strong>Sleeve:</strong> 3/4 Sleeve</li>
<li><strong>Sleeve Length:</strong> 16 Inch</li>
</ul>

<h3>Fabric & Sizing</h3>
<ul>
<li><strong>Top Length:</strong> 57 Inch</li>
<li><strong>Bottom Length:</strong> 2 Mtr</li>
<li><strong>Dupatta Length:</strong> 2.2Mtr</li>
<li><strong>Bust:</strong> 42</li>
<li><strong>Waist:</strong> 44</li>
<li><strong>Stitching:</strong> Semi-stich</li>
</ul>

<h3>Care & Delivery</h3>
<ul>
<li>Dry clean recommended</li>
<li>Store in a cool, dry place</li>
<li>Delivery within 5-7 business days</li>
</ul>

<p class=""additional-info"">Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work with Lace Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr</p>
</div>",Avetsam,Apparel & Accessories > Clothing > Dresses,Anarkali,"Anarkali, Green, Embroidery Sequence Work, Georgette, Semi-stich, 3/4 Sleeve, Round, 3-Piece Set",TRUE,Size,Free Size,301032_Green,500,shopify,deny,manual,2095,,TRUE,TRUE,,,,301032 Green - Green,FALSE,301032 Green - Green,"
Product Details

Top Fabric: Georgette
Inner Fabric: Crepe
Bottom Fabric: Crepe
Dupatta Fabric: Georgette
Color: Green
Work: Embroidery Sequence Work
Pattern: ",Apparel & Accessories > Clothing > Dresses,Female,Adult,,new,FALSE,,,,,,,kg,,,TRUE,active
301032-rama,301032 Rama - Turquoise Blue,"<div class=""product-description"">
<h3>Product Details</h3>
<ul>
<li><strong>Top Fabric:</strong> Georgette</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Bottom Fabric:</strong> Crepe</li>
<li><strong>Dupatta Fabric:</strong> Georgette</li>
<li><strong>Color:</strong> Turquoise Blue</li>
<li><strong>Work:</strong> Embroidery Sequence Work</li>
<li><strong>Pattern:</strong> Embroidery Sequence Work</li>
<li><strong>Neck:</strong> Round</li>
<li><strong>Sleeve:</strong> 3/4 Sleeve</li>
<li><strong>Sleeve Length:</strong> 16 Inch</li>
</ul>

<h3>Fabric & Sizing</h3>
<ul>
<li><strong>Top Length:</strong> 57 Inch</li>
<li><strong>Bottom Length:</strong> 2 Mtr</li>
<li><strong>Dupatta Length:</strong> 2.2Mtr</li>
<li><strong>Bust:</strong> 42</li>
<li><strong>Waist:</strong> 44</li>
<li><strong>Stitching:</strong> Semi-stich</li>
</ul>

<h3>Care & Delivery</h3>
<ul>
<li>Dry clean recommended</li>
<li>Store in a cool, dry place</li>
<li>Delivery within 5-7 business days</li>
</ul>

<p class=""additional-info"">Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work with Lace Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr</p>
</div>",Avetsam,Apparel & Accessories > Clothing > Dresses,Anarkali,"Anarkali, Turquoise Blue, Embroidery Sequence Work, Georgette, Semi-stich, 3/4 Sleeve, Round, 3-Piece Set",TRUE,Size,Free Size,301032_Rama,500,shopify,deny,manual,2095,,TRUE,TRUE,,,,301032 Rama - Turquoise Blue,FALSE,301032 Rama - Turquoise Blue,"
Product Details

Top Fabric: Georgette
Inner Fabric: Crepe
Bottom Fabric: Crepe
Dupatta Fabric: Georgette
Color: Turquoise Blue
Work: Embroidery Sequence Work
",Apparel & Accessories > Clothing > Dresses,Female,Adult,,new,FALSE,,,,,,,kg,,,TRUE,active
301032-dpink,301032 Dpink - Dark Pink,"<div class=""product-description"">
<h3>Product Details</h3>
<ul>
<li><strong>Top Fabric:</strong> Georgette</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Bottom Fabric:</strong> Crepe</li>
<li><strong>Dupatta Fabric:</strong> Georgette</li>
<li><strong>Color:</strong> Dark Pink</li>
<li><strong>Work:</strong> Embroidery Sequence Work</li>
<li><strong>Pattern:</strong> Embroidery Sequence Work</li>
<li><strong>Neck:</strong> Round</li>
<li><strong>Sleeve:</strong> 3/4 Sleeve</li>
<li><strong>Sleeve Length:</strong> 16 Inch</li>
</ul>

<h3>Fabric & Sizing</h3>
<ul>
<li><strong>Top Length:</strong> 57 Inch</li>
<li><strong>Bottom Length:</strong> 2 Mtr</li>
<li><strong>Dupatta Length:</strong> 2.2Mtr</li>
<li><strong>Bust:</strong> 42</li>
<li><strong>Waist:</strong> 44</li>
<li><strong>Stitching:</strong> Semi-stich</li>
</ul>

<h3>Care & Delivery</h3>
<ul>
<li>Dry clean recommended</li>
<li>Store in a cool, dry place</li>
<li>Delivery within 5-7 business days</li>
</ul>

<p class=""additional-info"">Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work with Lace Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr</p>
</div>",Avetsam,Apparel & Accessories > Clothing > Dresses,Anarkali,"Anarkali, Dark Pink, Embroidery Sequence Work, Georgette, Semi-stich, 3/4 Sleeve, Round, 3-Piece Set",TRUE,Size,Free Size,301032_Dpink,500,shopify,deny,manual,2095,,TRUE,TRUE,,,,301032 Dpink - Dark Pink,FALSE,301032 Dpink - Dark Pink,"
Product Details

Top Fabric: Georgette
Inner Fabric: Crepe
Bottom Fabric: Crepe
Dupatta Fabric: Georgette
Color: Dark Pink
Work: Embroidery Sequence Work
Patte",Apparel & Accessories > Clothing > Dresses,Female,Adult,,new,FALSE,,,,,,,kg,,,TRUE,active
301032-mendi,301032 Mendi - Light Green,"<div class=""product-description"">
<h3>Product Details</h3>
<ul>
<li><strong>Top Fabric:</strong> Georgette</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Bottom Fabric:</strong> Crepe</li>
<li><strong>Dupatta Fabric:</strong> Georgette</li>
<li><strong>Color:</strong> Light Green</li>
<li><strong>Work:</strong> Embroidery Sequence Work</li>
<li><strong>Pattern:</strong> Embroidery Sequence Work</li>
<li><strong>Neck:</strong> Round</li>
<li><strong>Sleeve:</strong> 3/4 Sleeve</li>
<li><strong>Sleeve Length:</strong> 16 Inch</li>
</ul>

<h3>Fabric & Sizing</h3>
<ul>
<li><strong>Top Length:</strong> 57 Inch</li>
<li><strong>Bottom Length:</strong> 2 Mtr</li>
<li><strong>Dupatta Length:</strong> 2.2Mtr</li>
<li><strong>Bust:</strong> 42</li>
<li><strong>Waist:</strong> 44</li>
<li><strong>Stitching:</strong> Semi-stich</li>
</ul>

<h3>Care & Delivery</h3>
<ul>
<li>Dry clean recommended</li>
<li>Store in a cool, dry place</li>
<li>Delivery within 5-7 business days</li>
</ul>

<p class=""additional-info"">Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work with Lace Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr</p>
</div>",Avetsam,Apparel & Accessories > Clothing > Dresses,Anarkali,"Anarkali, Light Green, Embroidery Sequence Work, Georgette, Semi-stich, 3/4 Sleeve, Round, 3-Piece Set",TRUE,Size,Free Size,301032_Mendi,500,shopify,deny,manual,2095,,TRUE,TRUE,,,,301032 Mendi - Light Green,FALSE,301032 Mendi - Light Green,"
Product Details

Top Fabric: Georgette
Inner Fabric: Crepe
Bottom Fabric: Crepe
Dupatta Fabric: Georgette
Color: Light Green
Work: Embroidery Sequence Work
Pat",Apparel & Accessories > Clothing > Dresses,Female,Adult,,new,FALSE,,,,,,,kg,,,TRUE,active
301032-purple,301032 Purple - Purple,"<div class=""product-description"">
<h3>Product Details</h3>
<ul>
<li><strong>Top Fabric:</strong> Georgette</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Bottom Fabric:</strong> Crepe</li>
<li><strong>Dupatta Fabric:</strong> Georgette</li>
<li><strong>Color:</strong> Purple</li>
<li><strong>Work:</strong> Embroidery Sequence Work</li>
<li><strong>Pattern:</strong> Embroidery Sequence Work</li>
<li><strong>Neck:</strong> Round</li>
<li><strong>Sleeve:</strong> 3/4 Sleeve</li>
<li><strong>Sleeve Length:</strong> 16 Inch</li>
</ul>

<h3>Fabric & Sizing</h3>
<ul>
<li><strong>Top Length:</strong> 57 Inch</li>
<li><strong>Bottom Length:</strong> 2 Mtr</li>
<li><strong>Dupatta Length:</strong> 2.2Mtr</li>
<li><strong>Bust:</strong> 42</li>
<li><strong>Waist:</strong> 44</li>
<li><strong>Stitching:</strong> Semi-stich</li>
</ul>

<h3>Care & Delivery</h3>
<ul>
<li>Dry clean recommended</li>
<li>Store in a cool, dry place</li>
<li>Delivery within 5-7 business days</li>
</ul>

<p class=""additional-info"">Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work with Lace Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr</p>
</div>",Avetsam,Apparel & Accessories > Clothing > Dresses,Anarkali,"Anarkali, Purple, Embroidery Sequence Work, Georgette, Semi-stich, 3/4 Sleeve, Round, 3-Piece Set",TRUE,Size,Free Size,301032_Purple,500,shopify,deny,manual,2095,,TRUE,TRUE,,,,301032 Purple - Purple,FALSE,301032 Purple - Purple,"
Product Details

Top Fabric: Georgette
Inner Fabric: Crepe
Bottom Fabric: Crepe
Dupatta Fabric: Georgette
Color: Purple
Work: Embroidery Sequence Work
Pattern:",Apparel & Accessories > Clothing > Dresses,Female,Adult,,new,FALSE,,,,,,,kg,,,TRUE,active
301033-pink,301033 Pink - Pink,"<div class=""product-description"">
<h3>Product Details</h3>
<ul>
<li><strong>Top Fabric:</strong> Georgette</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Bottom Fabric:</strong> Crepe</li>
<li><strong>Dupatta Fabric:</strong> Georgette</li>
<li><strong>Color:</strong> Pink</li>
<li><strong>Work:</strong> Embroidery Sequence Work</li>
<li><strong>Pattern:</strong> Embroidery Sequence Work</li>
<li><strong>Neck:</strong> Round</li>
<li><strong>Sleeve:</strong> 3/4 Sleeve</li>
<li><strong>Sleeve Length:</strong> 16 Inch</li>
</ul>

<h3>Fabric & Sizing</h3>
<ul>
<li><strong>Top Length:</strong> 57 Inch</li>
<li><strong>Bottom Length:</strong> 2 Mtr</li>
<li><strong>Dupatta Length:</strong> 2.2Mtr</li>
<li><strong>Bust:</strong> 42</li>
<li><strong>Waist:</strong> 44</li>
<li><strong>Stitching:</strong> Semi-stich</li>
</ul>

<h3>Care & Delivery</h3>
<ul>
<li>Dry clean recommended</li>
<li>Store in a cool, dry place</li>
<li>Delivery within 5-7 business days</li>
</ul>

<p class=""additional-info"">Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr</p>
</div>",Avetsam,Apparel & Accessories > Clothing > Dresses,Anarkali,"Anarkali, Pink, Embroidery Sequence Work, Georgette, Semi-stich, 3/4 Sleeve, Round, 3-Piece Set",TRUE,Size,Free Size,301033_Pink,500,shopify,deny,manual,1595,,TRUE,TRUE,,,,301033 Pink - Pink,FALSE,301033 Pink - Pink,"
Product Details

Top Fabric: Georgette
Inner Fabric: Crepe
Bottom Fabric: Crepe
Dupatta Fabric: Georgette
Color: Pink
Work: Embroidery Sequence Work
Pattern: E",Apparel & Accessories > Clothing > Dresses,Female,Adult,,new,FALSE,,,,,,,kg,,,TRUE,active
301033-rama,301033 Rama - Turquoise Blue,"<div class=""product-description"">
<h3>Product Details</h3>
<ul>
<li><strong>Top Fabric:</strong> Georgette</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Bottom Fabric:</strong> Crepe</li>
<li><strong>Dupatta Fabric:</strong> Georgette</li>
<li><strong>Color:</strong> Turquoise Blue</li>
<li><strong>Work:</strong> Embroidery Sequence Work</li>
<li><strong>Pattern:</strong> Embroidery Sequence Work</li>
<li><strong>Neck:</strong> Round</li>
<li><strong>Sleeve:</strong> 3/4 Sleeve</li>
<li><strong>Sleeve Length:</strong> 16 Inch</li>
</ul>

<h3>Fabric & Sizing</h3>
<ul>
<li><strong>Top Length:</strong> 57 Inch</li>
<li><strong>Bottom Length:</strong> 2 Mtr</li>
<li><strong>Dupatta Length:</strong> 2.2Mtr</li>
<li><strong>Bust:</strong> 42</li>
<li><strong>Waist:</strong> 44</li>
<li><strong>Stitching:</strong> Semi-stich</li>
</ul>

<h3>Care & Delivery</h3>
<ul>
<li>Dry clean recommended</li>
<li>Store in a cool, dry place</li>
<li>Delivery within 5-7 business days</li>
</ul>

<p class=""additional-info"">Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr</p>
</div>",Avetsam,Apparel & Accessories > Clothing > Dresses,Anarkali,"Anarkali, Turquoise Blue, Embroidery Sequence Work, Georgette, Semi-stich, 3/4 Sleeve, Round, 3-Piece Set",TRUE,Size,Free Size,301033_Rama,500,shopify,deny,manual,1595,,TRUE,TRUE,,,,301033 Rama - Turquoise Blue,FALSE,301033 Rama - Turquoise Blue,"
Product Details

Top Fabric: Georgette
Inner Fabric: Crepe
Bottom Fabric: Crepe
Dupatta Fabric: Georgette
Color: Turquoise Blue
Work: Embroidery Sequence Work
",Apparel & Accessories > Clothing > Dresses,Female,Adult,,new,FALSE,,,,,,,kg,,,TRUE,active
301033-maroon,301033 Maroon - Maroon,"<div class=""product-description"">
<h3>Product Details</h3>
<ul>
<li><strong>Top Fabric:</strong> Georgette</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Bottom Fabric:</strong> Crepe</li>
<li><strong>Dupatta Fabric:</strong> Georgette</li>
<li><strong>Color:</strong> Maroon</li>
<li><strong>Work:</strong> Embroidery Sequence Work</li>
<li><strong>Pattern:</strong> Embroidery Sequence Work</li>
<li><strong>Neck:</strong> Round</li>
<li><strong>Sleeve:</strong> 3/4 Sleeve</li>
<li><strong>Sleeve Length:</strong> 16 Inch</li>
</ul>

<h3>Fabric & Sizing</h3>
<ul>
<li><strong>Top Length:</strong> 57 Inch</li>
<li><strong>Bottom Length:</strong> 2 Mtr</li>
<li><strong>Dupatta Length:</strong> 2.2Mtr</li>
<li><strong>Bust:</strong> 42</li>
<li><strong>Waist:</strong> 44</li>
<li><strong>Stitching:</strong> Semi-stich</li>
</ul>

<h3>Care & Delivery</h3>
<ul>
<li>Dry clean recommended</li>
<li>Store in a cool, dry place</li>
<li>Delivery within 5-7 business days</li>
</ul>

<p class=""additional-info"">Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr</p>
</div>",Avetsam,Apparel & Accessories > Clothing > Dresses,Anarkali,"Anarkali, Maroon, Embroidery Sequence Work, Georgette, Semi-stich, 3/4 Sleeve, Round, 3-Piece Set",TRUE,Size,Free Size,301033_Maroon,500,shopify,deny,manual,1595,,TRUE,TRUE,,,,301033 Maroon - Maroon,FALSE,301033 Maroon - Maroon,"
Product Details

Top Fabric: Georgette
Inner Fabric: Crepe
Bottom Fabric: Crepe
Dupatta Fabric: Georgette
Color: Maroon
Work: Embroidery Sequence Work
Pattern:",Apparel & Accessories > Clothing > Dresses,Female,Adult,,new,FALSE,,,,,,,kg,,,TRUE,active
301033-purple,301033 Purple - Purple,"<div class=""product-description"">
<h3>Product Details</h3>
<ul>
<li><strong>Top Fabric:</strong> Georgette</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Bottom Fabric:</strong> Crepe</li>
<li><strong>Dupatta Fabric:</strong> Georgette</li>
<li><strong>Color:</strong> Purple</li>
<li><strong>Work:</strong> Embroidery Sequence Work</li>
<li><strong>Pattern:</strong> Embroidery Sequence Work</li>
<li><strong>Neck:</strong> Round</li>
<li><strong>Sleeve:</strong> 3/4 Sleeve</li>
<li><strong>Sleeve Length:</strong> 16 Inch</li>
</ul>

<h3>Fabric & Sizing</h3>
<ul>
<li><strong>Top Length:</strong> 57 Inch</li>
<li><strong>Bottom Length:</strong> 2 Mtr</li>
<li><strong>Dupatta Length:</strong> 2.2Mtr</li>
<li><strong>Bust:</strong> 42</li>
<li><strong>Waist:</strong> 44</li>
<li><strong>Stitching:</strong> Semi-stich</li>
</ul>

<h3>Care & Delivery</h3>
<ul>
<li>Dry clean recommended</li>
<li>Store in a cool, dry place</li>
<li>Delivery within 5-7 business days</li>
</ul>

<p class=""additional-info"">Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr</p>
</div>",Avetsam,Apparel & Accessories > Clothing > Dresses,Anarkali,"Anarkali, Purple, Embroidery Sequence Work, Georgette, Semi-stich, 3/4 Sleeve, Round, 3-Piece Set",TRUE,Size,Free Size,301033_Purple,500,shopify,deny,manual,1595,,TRUE,TRUE,,,,301033 Purple - Purple,FALSE,301033 Purple - Purple,"
Product Details

Top Fabric: Georgette
Inner Fabric: Crepe
Bottom Fabric: Crepe
Dupatta Fabric: Georgette
Color: Purple
Work: Embroidery Sequence Work
Pattern:",Apparel & Accessories > Clothing > Dresses,Female,Adult,,new,FALSE,,,,,,,kg,,,TRUE,active
301033-mendi,301033 Mendi - Light Green,"<div class=""product-description"">
<h3>Product Details</h3>
<ul>
<li><strong>Top Fabric:</strong> Georgette</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Bottom Fabric:</strong> Crepe</li>
<li><strong>Dupatta Fabric:</strong> Georgette</li>
<li><strong>Color:</strong> Light Green</li>
<li><strong>Work:</strong> Embroidery Sequence Work</li>
<li><strong>Pattern:</strong> Embroidery Sequence Work</li>
<li><strong>Neck:</strong> Round</li>
<li><strong>Sleeve:</strong> 3/4 Sleeve</li>
<li><strong>Sleeve Length:</strong> 16 Inch</li>
</ul>

<h3>Fabric & Sizing</h3>
<ul>
<li><strong>Top Length:</strong> 57 Inch</li>
<li><strong>Bottom Length:</strong> 2 Mtr</li>
<li><strong>Dupatta Length:</strong> 2.2Mtr</li>
<li><strong>Bust:</strong> 42</li>
<li><strong>Waist:</strong> 44</li>
<li><strong>Stitching:</strong> Semi-stich</li>
</ul>

<h3>Care & Delivery</h3>
<ul>
<li>Dry clean recommended</li>
<li>Store in a cool, dry place</li>
<li>Delivery within 5-7 business days</li>
</ul>

<p class=""additional-info"">Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr</p>
</div>",Avetsam,Apparel & Accessories > Clothing > Dresses,Anarkali,"Anarkali, Light Green, Embroidery Sequence Work, Georgette, Semi-stich, 3/4 Sleeve, Round, 3-Piece Set",TRUE,Size,Free Size,301033_Mendi,500,shopify,deny,manual,1595,,TRUE,TRUE,,,,301033 Mendi - Light Green,FALSE,301033 Mendi - Light Green,"
Product Details

Top Fabric: Georgette
Inner Fabric: Crepe
Bottom Fabric: Crepe
Dupatta Fabric: Georgette
Color: Light Green
Work: Embroidery Sequence Work
Pat",Apparel & Accessories > Clothing > Dresses,Female,Adult,,new,FALSE,,,,,,,kg,,,TRUE,active
301034-multi,301034 Multi - Multi Color,"<div class=""product-description"">
<h3>Product Details</h3>
<ul>
<li><strong>Top Fabric:</strong> Rangoli Silk</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Bottom Fabric:</strong> Crepe</li>
<li><strong>Dupatta Fabric:</strong> Rangoli Silk</li>
<li><strong>Color:</strong> Multi Color</li>
<li><strong>Work:</strong> Embroidery Sequence Work</li>
<li><strong>Pattern:</strong> Embroidery Sequence Work</li>
<li><strong>Neck:</strong> V Neck</li>
<li><strong>Sleeve:</strong> 3/4 Sleeve</li>
<li><strong>Sleeve Length:</strong> 16 Inch</li>
</ul>

<h3>Fabric & Sizing</h3>
<ul>
<li><strong>Top Length:</strong> 57 Inch</li>
<li><strong>Bottom Length:</strong> 2 Mtr</li>
<li><strong>Dupatta Length:</strong> 2.2Mtr</li>
<li><strong>Bust:</strong> 42</li>
<li><strong>Waist:</strong> 44</li>
<li><strong>Stitching:</strong> Semi Stitched</li>
</ul>

<h3>Care & Delivery</h3>
<ul>
<li>Dry clean recommended</li>
<li>Store in a cool, dry place</li>
<li>Delivery within 5-7 business days</li>
</ul>

<p class=""additional-info"">Anarkali Dress Fabric: Rangoli Silk || Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Rangoli Silk || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work with Lace Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr</p>
</div>",Avetsam,Apparel & Accessories > Clothing > Dresses,Anarkali,"Anarkali, Multi Color, Embroidery Sequence Work, Rangoli Silk, Semi Stitched, 3/4 Sleeve, V Neck, 3-Piece Set",TRUE,Size,Free Size,301034_Multi,500,shopify,deny,manual,2195,,TRUE,TRUE,,,,301034 Multi - Multi Color,FALSE,301034 Multi - Multi Color,"
Product Details

Top Fabric: Rangoli Silk
Inner Fabric: Crepe
Bottom Fabric: Crepe
Dupatta Fabric: Rangoli Silk
Color: Multi Color
Work: Embroidery Sequence Wo",Apparel & Accessories > Clothing > Dresses,Female,Adult,,new,FALSE,,,,,,,kg,,,TRUE,active
301035-green,301035 Green - Green,"<div class=""product-description"">
<h3>Product Details</h3>
<ul>
<li><strong>Top Fabric:</strong> Georgette</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Bottom Fabric:</strong> Crepe</li>
<li><strong>Dupatta Fabric:</strong> Georgette</li>
<li><strong>Color:</strong> Green</li>
<li><strong>Work:</strong> Embroidery Ribbon Work</li>
<li><strong>Pattern:</strong> Embroidery Ribbon Work</li>
<li><strong>Neck:</strong> Round</li>
<li><strong>Sleeve:</strong> 3/4 Sleeve</li>
<li><strong>Sleeve Length:</strong> 16 Inch</li>
</ul>

<h3>Fabric & Sizing</h3>
<ul>
<li><strong>Top Length:</strong> 57 Inch</li>
<li><strong>Bottom Length:</strong> 2 Mtr</li>
<li><strong>Dupatta Length:</strong> 2.2Mtr</li>
<li><strong>Bust:</strong> 42</li>
<li><strong>Waist:</strong> 44</li>
<li><strong>Stitching:</strong> Semi Stitched</li>
</ul>

<h3>Care & Delivery</h3>
<ul>
<li>Dry clean recommended</li>
<li>Store in a cool, dry place</li>
<li>Delivery within 5-7 business days</li>
</ul>

<p class=""additional-info"">Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Ribbon Work|| Bottom Work: Plain || Dupatta Work: Embroidery Ribbon Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr</p>
</div>",Avetsam,Apparel & Accessories > Clothing > Dresses,Anarkali,"Anarkali, Green, Embroidery Ribbon Work, Georgette, Semi Stitched, 3/4 Sleeve, Round, 3-Piece Set",TRUE,Size,Free Size,301035_Green,500,shopify,deny,manual,2195,,TRUE,TRUE,,,,301035 Green - Green,FALSE,301035 Green - Green,"
Product Details

Top Fabric: Georgette
Inner Fabric: Crepe
Bottom Fabric: Crepe
Dupatta Fabric: Georgette
Color: Green
Work: Embroidery Ribbon Work
Pattern: Em",Apparel & Accessories > Clothing > Dresses,Female,Adult,,new,FALSE,,,,,,,kg,,,TRUE,active
